corpus,name,original_language,year,title,source_id,source_url,source_format
literary,Nikolai Gogol,ru,1842,Мёртвые души (Гоголь),wikisource_gogol_dushi,https://ru.wikisource.org/wiki/Мёртвые_души_(Гоголь),wikisource_subpages
literary,Nikolai Gogol,ru,1842,Шинель (Гоголь),wikisource_gogol_shinel,https://ru.wikisource.org/wiki/Шинель_(Гоголь),wikisource_subpages
literary,Nikolai Gogol,ru,1835,Тарас Бульба (Гоголь),wikisource_gogol_bulba,https://ru.wikisource.org/wiki/Тарас_Бульба_(Гоголь),wikisource_subpages
literary,Alexander Pushkin,ru,1836,Капитанская дочка (Пушкин),wikisource_pushkin_dochka,https://ru.wikisource.org/wiki/Капитанская_дочка_(Пушкин),wikisource_subpages
literary,Alexander Pushkin,ru,1834,Пиковая дама (Пушкин),wikisource_pushkin_dama,https://ru.wikisource.org/wiki/Пиковая_дама_(Пушкин),wikisource_subpages
literary,Alexander Pushkin,ru,1841,Дубровский (Пушкин),wikisource_pushkin_dubrovsky,https://ru.wikisource.org/wiki/Дубровский_(Пушкин),wikisource_subpages
literary,Ivan Goncharov,ru,1859,Обломов (Гончаров),wikisource_goncharov_oblomov,https://ru.wikisource.org/wiki/Обломов_(Гончаров),wikisource_subpages
literary,Ivan Goncharov,ru,1847,Обыкновенная история (Гончаров),wikisource_goncharov_istoria,https://ru.wikisource.org/wiki/Обыкновенная_история_(Гончаров),wikisource_subpages
literary,Ivan Goncharov,ru,1869,Обрыв (Гончаров),wikisource_goncharov_obryv,https://ru.wikisource.org/wiki/Обрыв_(Гончаров),wikisource_subpages
literary,Nikolai Leskov,ru,1881,Левша (Лесков),wikisource_leskov_levsha,https://ru.wikisource.org/wiki/Левша_(Лесков),wikisource_subpages
literary,Nikolai Leskov,ru,1873,Очарованный странник (Лесков),wikisource_leskov_strannik,https://ru.wikisource.org/wiki/Очарованный_странник_(Лесков),wikisource_subpages
literary,Nikolai Leskov,ru,1865,Леди Макбет Мценского уезда (Лесков),wikisource_leskov_makbet,https://ru.wikisource.org/wiki/Леди_Макбет_Мценского_уезда_(Лесков),wikisource_subpages
literary,Alexander Kuprin,ru,1911,Гранатовый браслет (Куприн),wikisource_kuprin_braslet,https://ru.wikisource.org/wiki/Гранатовый_браслет_(Куприн),wikisource_subpages
literary,Alexander Kuprin,ru,1898,Олеся (Куприн),wikisource_kuprin_olesya,https://ru.wikisource.org/wiki/Олеся_(Куприн),wikisource_subpages
literary,Alexander Kuprin,ru,1905,Поединок (Куприн),wikisource_kuprin_poedinok,https://ru.wikisource.org/wiki/Поединок_(Куприн),wikisource_subpages
literary,Maxim Gorky,ru,1913,Детство (Горький),wikisource_gorky_detstvo,https://ru.wikisource.org/wiki/Детство_(Горький),wikisource_subpages
literary,Maxim Gorky,ru,1902,На дне (Горький),wikisource_gorky_nadne,https://ru.wikisource.org/wiki/На_дне_(Горький),wikisource_subpages
literary,Maxim Gorky,ru,1895,Старуха Изергиль (Горький),wikisource_gorky_izergil,https://ru.wikisource.org/wiki/Старуха_Изергиль_(Горький),wikisource_subpages
literary,Henryk Sienkiewicz,pl,1896,Quo vadis,wikisource_sienkiewicz_quovadis,https://pl.wikisource.org/wiki/Quo_vadis,wikisource_subpages
literary,Henryk Sienkiewicz,pl,1886,Potop,wikisource_sienkiewicz_potop,https://pl.wikisource.org/wiki/Potop,wikisource_subpages
literary,Henryk Sienkiewicz,pl,1900,Krzyżacy,wikisource_sienkiewicz_krzyzacy,https://pl.wikisource.org/wiki/Krzyżacy,wikisource_subpages
literary,Boleslaw Prus,pl,1890,Lalka (Prus),wikisource_prus_lalka,https://pl.wikisource.org/wiki/Lalka_(Prus),wikisource_subpages
literary,Boleslaw Prus,pl,1897,Faraon,wikisource_prus_faraon,https://pl.wikisource.org/wiki/Faraon,wikisource_subpages
literary,Boleslaw Prus,pl,1886,Placówka,wikisource_prus_placowka,https://pl.wikisource.org/wiki/Placówka,wikisource_subpages
literary,Wladyslaw Reymont,pl,1904,Chłopi,wikisource_reymont_chlopi,https://pl.wikisource.org/wiki/Chłopi,wikisource_subpages
literary,Wladyslaw Reymont,pl,1899,Ziemia obiecana,wikisource_reymont_ziemia,https://pl.wikisource.org/wiki/Ziemia_obiecana,wikisource_subpages
literary,Wladyslaw Reymont,pl,1896,Komedyantka,wikisource_reymont_komedyantka,https://pl.wikisource.org/wiki/Komedyantka,wikisource_subpages
literary,Stefan Zeromski,pl,1900,Ludzie bezdomni,wikisource_zeromski_bezdomni,https://pl.wikisource.org/wiki/Ludzie_bezdomni,wikisource_subpages
literary,Stefan Zeromski,pl,1925,Przedwiośnie,wikisource_zeromski_przedwiosnie,https://pl.wikisource.org/wiki/Przedwiośnie,wikisource_subpages
literary,Stefan Zeromski,pl,1912,Wierna rzeka,wikisource_zeromski_rzeka,https://pl.wikisource.org/wiki/Wierna_rzeka,wikisource_subpages
literary,Eliza Orzeszkowa,pl,1888,Nad Niemnem,wikisource_orzeszkowa_niemnem,https://pl.wikisource.org/wiki/Nad_Niemnem,wikisource_subpages
literary,Eliza Orzeszkowa,pl,1873,Marta,wikisource_orzeszkowa_marta,https://pl.wikisource.org/wiki/Marta,wikisource_subpages
literary,Eliza Orzeszkowa,pl,1888,Cham,wikisource_orzeszkowa_cham,https://pl.wikisource.org/wiki/Cham,wikisource_subpages
